train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=DB15K | seed=0 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=soft_token | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=True | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.3 | simulate_native_text_missing_rate=0.0 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=True | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=0.25 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Injected text missingness summary:
  requested_additional_missing_rate: 30.0000%
  applied_additional_missing_rate: 30.0031%
  available_text_before_injection: 12842
  additionally_masked_text_entities: 3853
Embedding missingness summary:
  num_entities: 12842
  missing_text_count: 3853 (30.0031%)
  missing_image_count: 0 (0.0000%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=39 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=soft_token | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 464.920076, DiffHEG loss 266.617536:   0%|          | 0/400 [00:43<?, ?it/s]
Epoch 0 | KGC loss: 464.920076, DiffHEG loss 266.617536:   0%|          | 1/400 [00:43<4:49:14, 43.49s/it]
Epoch 1 | KGC loss: 24.168025, DiffHEG loss 187.145931:   0%|          | 1/400 [01:26<4:49:14, 43.49s/it] 
Epoch 1 | KGC loss: 24.168025, DiffHEG loss 187.145931:   0%|          | 2/400 [01:26<4:47:12, 43.30s/it]
Epoch 2 | KGC loss: 18.147468, DiffHEG loss 186.791789:   0%|          | 2/400 [02:09<4:47:12, 43.30s/it]
Epoch 2 | KGC loss: 18.147468, DiffHEG loss 186.791789:   1%|          | 3/400 [02:09<4:46:17, 43.27s/it]
Epoch 3 | KGC loss: 15.956204, DiffHEG loss 187.089627:   1%|          | 3/400 [02:53<4:46:17, 43.27s/it]
Epoch 3 | KGC loss: 15.956204, DiffHEG loss 187.089627:   1%|          | 4/400 [02:53<4:45:26, 43.25s/it]
Epoch 4 | KGC loss: 14.676594, DiffHEG loss 186.824739:   1%|          | 4/400 [03:36<4:45:26, 43.25s/it]
Epoch 4 | KGC loss: 14.676594, DiffHEG loss 186.824739:   1%|▏         | 5/400 [03:36<4:44:30, 43.22s/it]
Epoch 5 | KGC loss: 14.168819, DiffHEG loss 186.825583:   1%|▏         | 5/400 [04:19<4:44:30, 43.22s/it]
Epoch 5 | KGC loss: 14.168819, DiffHEG loss 186.825583:   2%|▏         | 6/400 [04:19<4:43:41, 43.20s/it]
Epoch 6 | KGC loss: 13.756281, DiffHEG loss 186.875382:   2%|▏         | 6/400 [05:02<4:43:41, 43.20s/it]
Epoch 6 | KGC loss: 13.756281, DiffHEG loss 186.875382:   2%|▏         | 7/400 [05:02<4:42:59, 43.21s/it]
Epoch 7 | KGC loss: 13.654168, DiffHEG loss 186.892482:   2%|▏         | 7/400 [05:45<4:42:59, 43.21s/it]
Epoch 7 | KGC loss: 13.654168, DiffHEG loss 186.892482:   2%|▏         | 8/400 [05:45<4:42:15, 43.20s/it]
Epoch 8 | KGC loss: 13.468625, DiffHEG loss 186.893862:   2%|▏         | 8/400 [06:29<4:42:15, 43.20s/it]
Epoch 8 | KGC loss: 13.468625, DiffHEG loss 186.893862:   2%|▏         | 9/400 [06:29<4:41:26, 43.19s/it]
Epoch 9 | KGC loss: 13.503421, DiffHEG loss 186.903901:   2%|▏         | 9/400 [07:12<4:41:26, 43.19s/it]
Epoch 9 | KGC loss: 13.503421, DiffHEG loss 186.903901:   2%|▎         | 10/400 [07:12<4:40:44, 43.19s/it]
Epoch 10 | KGC loss: 13.459398, DiffHEG loss 186.890360:   2%|▎         | 10/400 [07:55<4:40:44, 43.19s/it]
Epoch 10 | KGC loss: 13.459398, DiffHEG loss 186.890360:   3%|▎         | 11/400 [07:55<4:40:05, 43.20s/it]
Epoch 11 | KGC loss: 13.592991, DiffHEG loss 186.909894:   3%|▎         | 11/400 [08:38<4:40:05, 43.20s/it]
Epoch 11 | KGC loss: 13.592991, DiffHEG loss 186.909894:   3%|▎         | 12/400 [08:38<4:39:21, 43.20s/it]
Epoch 12 | KGC loss: 13.627728, DiffHEG loss 186.952955:   3%|▎         | 12/400 [09:21<4:39:21, 43.20s/it]
Epoch 12 | KGC loss: 13.627728, DiffHEG loss 186.952955:   3%|▎         | 13/400 [09:21<4:38:35, 43.19s/it]
Epoch 13 | KGC loss: 13.752338, DiffHEG loss 186.926359:   3%|▎         | 13/400 [10:04<4:38:35, 43.19s/it]
Epoch 13 | KGC loss: 13.752338, DiffHEG loss 186.926359:   4%|▎         | 14/400 [10:04<4:37:47, 43.18s/it]
Epoch 14 | KGC loss: 13.705916, DiffHEG loss 186.973133:   4%|▎         | 14/400 [10:48<4:37:47, 43.18s/it]
Epoch 14 | KGC loss: 13.705916, DiffHEG loss 186.973133:   4%|▍         | 15/400 [10:48<4:37:07, 43.19s/it]
Epoch 15 | KGC loss: 13.855937, DiffHEG loss 186.958531:   4%|▍         | 15/400 [11:31<4:37:07, 43.19s/it]
Epoch 15 | KGC loss: 13.855937, DiffHEG loss 186.958531:   4%|▍         | 16/400 [11:31<4:36:27, 43.20s/it]
Epoch 16 | KGC loss: 13.830975, DiffHEG loss 186.943762:   4%|▍         | 16/400 [12:14<4:36:27, 43.20s/it]
Epoch 16 | KGC loss: 13.830975, DiffHEG loss 186.943762:   4%|▍         | 17/400 [12:14<4:35:38, 43.18s/it]
Epoch 17 | KGC loss: 13.980033, DiffHEG loss 186.960239:   4%|▍         | 17/400 [12:57<4:35:38, 43.18s/it]
Epoch 17 | KGC loss: 13.980033, DiffHEG loss 186.960239:   4%|▍         | 18/400 [12:57<4:35:02, 43.20s/it]
Epoch 18 | KGC loss: 13.853512, DiffHEG loss 186.956434:   4%|▍         | 18/400 [13:40<4:35:02, 43.20s/it]
Epoch 18 | KGC loss: 13.853512, DiffHEG loss 186.956434:   5%|▍         | 19/400 [13:40<4:34:17, 43.19s/it]
Epoch 19 | KGC loss: 14.018844, DiffHEG loss 186.931437:   5%|▍         | 19/400 [14:24<4:34:17, 43.19s/it]
Epoch 19 | KGC loss: 14.018844, DiffHEG loss 186.931437:   5%|▌         | 20/400 [14:24<4:33:32, 43.19s/it]
Epoch 20 | KGC loss: 13.989223, DiffHEG loss 186.931598:   5%|▌         | 20/400 [15:07<4:33:32, 43.19s/it]
Epoch 20 | KGC loss: 13.989223, DiffHEG loss 186.931598:   5%|▌         | 21/400 [15:07<4:32:52, 43.20s/it]
Epoch 21 | KGC loss: 14.150763, DiffHEG loss 186.918072:   5%|▌         | 21/400 [15:50<4:32:52, 43.20s/it]
Epoch 21 | KGC loss: 14.150763, DiffHEG loss 186.918072:   6%|▌         | 22/400 [15:50<4:32:09, 43.20s/it]
Epoch 22 | KGC loss: 14.041938, DiffHEG loss 186.938827:   6%|▌         | 22/400 [16:33<4:32:09, 43.20s/it]
Epoch 22 | KGC loss: 14.041938, DiffHEG loss 186.938827:   6%|▌         | 23/400 [16:33<4:31:21, 43.19s/it]
Epoch 23 | KGC loss: 14.174251, DiffHEG loss 186.884233:   6%|▌         | 23/400 [17:16<4:31:21, 43.19s/it]
Epoch 23 | KGC loss: 14.174251, DiffHEG loss 186.884233:   6%|▌         | 24/400 [17:16<4:30:36, 43.18s/it]
Epoch 24 | KGC loss: 14.079408, DiffHEG loss 186.903709:   6%|▌         | 24/400 [18:00<4:30:36, 43.18s/it]
Epoch 24 | KGC loss: 14.079408, DiffHEG loss 186.903709:   6%|▋         | 25/400 [18:00<4:30:03, 43.21s/it]
Epoch 25 | KGC loss: 14.175336, DiffHEG loss 186.852733:   6%|▋         | 25/400 [18:43<4:30:03, 43.21s/it]
Epoch 25 | KGC loss: 14.175336, DiffHEG loss 186.852733:   6%|▋         | 26/400 [18:43<4:29:27, 43.23s/it]
Epoch 26 | KGC loss: 14.158545, DiffHEG loss 186.802347:   6%|▋         | 26/400 [19:26<4:29:27, 43.23s/it]
Epoch 26 | KGC loss: 14.158545, DiffHEG loss 186.802347:   7%|▋         | 27/400 [19:26<4:28:42, 43.22s/it]
Epoch 27 | KGC loss: 14.248083, DiffHEG loss 186.842867:   7%|▋         | 27/400 [20:09<4:28:42, 43.22s/it]
Epoch 27 | KGC loss: 14.248083, DiffHEG loss 186.842867:   7%|▋         | 28/400 [20:09<4:27:59, 43.22s/it]
Epoch 28 | KGC loss: 14.164676, DiffHEG loss 186.860069:   7%|▋         | 28/400 [20:53<4:27:59, 43.22s/it]
Epoch 28 | KGC loss: 14.164676, DiffHEG loss 186.860069:   7%|▋         | 29/400 [20:53<4:27:09, 43.21s/it]
Epoch 29 | KGC loss: 14.190702, DiffHEG loss 186.862543:   7%|▋         | 29/400 [21:36<4:27:09, 43.21s/it]
