train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=MKG-W | seed=0 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=soft_token | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=True | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.1 | simulate_native_text_missing_rate=0.0 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=True | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=0.25 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Injected text missingness summary:
  requested_additional_missing_rate: 10.0000%
  applied_additional_missing_rate: 10.0007%
  available_text_before_injection: 14149
  additionally_masked_text_entities: 1415
Embedding missingness summary:
  num_entities: 15000
  missing_text_count: 2266 (15.1067%)
  missing_image_count: 537 (3.5800%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=17 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=soft_token | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 384.997239, DiffHEG loss 127.288425:   0%|          | 0/400 [00:16<?, ?it/s]
Epoch 0 | KGC loss: 384.997239, DiffHEG loss 127.288425:   0%|          | 1/400 [00:16<1:51:31, 16.77s/it]
Epoch 1 | KGC loss: 13.901221, DiffHEG loss 84.059363:   0%|          | 1/400 [00:33<1:51:31, 16.77s/it]  
Epoch 1 | KGC loss: 13.901221, DiffHEG loss 84.059363:   0%|          | 2/400 [00:33<1:50:03, 16.59s/it]
Epoch 2 | KGC loss: 8.168866, DiffHEG loss 81.824825:   0%|          | 2/400 [00:49<1:50:03, 16.59s/it] 
Epoch 2 | KGC loss: 8.168866, DiffHEG loss 81.824825:   1%|          | 3/400 [00:49<1:49:21, 16.53s/it]
Epoch 3 | KGC loss: 5.604378, DiffHEG loss 81.478048:   1%|          | 3/400 [01:06<1:49:21, 16.53s/it]
Epoch 3 | KGC loss: 5.604378, DiffHEG loss 81.478048:   1%|          | 4/400 [01:06<1:48:54, 16.50s/it]
Epoch 4 | KGC loss: 4.179338, DiffHEG loss 81.983198:   1%|          | 4/400 [01:22<1:48:54, 16.50s/it]
Epoch 4 | KGC loss: 4.179338, DiffHEG loss 81.983198:   1%|▏         | 5/400 [01:22<1:48:31, 16.48s/it]
Epoch 5 | KGC loss: 3.550022, DiffHEG loss 81.581126:   1%|▏         | 5/400 [01:39<1:48:31, 16.48s/it]
Epoch 5 | KGC loss: 3.550022, DiffHEG loss 81.581126:   2%|▏         | 6/400 [01:39<1:48:12, 16.48s/it]
Epoch 6 | KGC loss: 3.022088, DiffHEG loss 81.557666:   2%|▏         | 6/400 [01:55<1:48:12, 16.48s/it]
Epoch 6 | KGC loss: 3.022088, DiffHEG loss 81.557666:   2%|▏         | 7/400 [01:55<1:47:56, 16.48s/it]
Epoch 7 | KGC loss: 2.776198, DiffHEG loss 81.470939:   2%|▏         | 7/400 [02:12<1:47:56, 16.48s/it]
Epoch 7 | KGC loss: 2.776198, DiffHEG loss 81.470939:   2%|▏         | 8/400 [02:12<1:47:41, 16.48s/it]
Epoch 8 | KGC loss: 2.492594, DiffHEG loss 81.434874:   2%|▏         | 8/400 [02:28<1:47:41, 16.48s/it]
Epoch 8 | KGC loss: 2.492594, DiffHEG loss 81.434874:   2%|▏         | 9/400 [02:28<1:47:23, 16.48s/it]
Epoch 9 | KGC loss: 2.390337, DiffHEG loss 81.605385:   2%|▏         | 9/400 [02:44<1:47:23, 16.48s/it]
Epoch 9 | KGC loss: 2.390337, DiffHEG loss 81.605385:   2%|▎         | 10/400 [02:44<1:47:04, 16.47s/it]
Epoch 10 | KGC loss: 2.230000, DiffHEG loss 81.466709:   2%|▎         | 10/400 [03:01<1:47:04, 16.47s/it]
Epoch 10 | KGC loss: 2.230000, DiffHEG loss 81.466709:   3%|▎         | 11/400 [03:01<1:46:48, 16.47s/it]
Epoch 11 | KGC loss: 2.202149, DiffHEG loss 81.425816:   3%|▎         | 11/400 [03:17<1:46:48, 16.47s/it]
Epoch 11 | KGC loss: 2.202149, DiffHEG loss 81.425816:   3%|▎         | 12/400 [03:17<1:46:30, 16.47s/it]
Epoch 12 | KGC loss: 2.074699, DiffHEG loss 81.426052:   3%|▎         | 12/400 [03:34<1:46:30, 16.47s/it]
Epoch 12 | KGC loss: 2.074699, DiffHEG loss 81.426052:   3%|▎         | 13/400 [03:34<1:46:13, 16.47s/it]
Epoch 13 | KGC loss: 2.087067, DiffHEG loss 81.430626:   3%|▎         | 13/400 [03:50<1:46:13, 16.47s/it]
Epoch 13 | KGC loss: 2.087067, DiffHEG loss 81.430626:   4%|▎         | 14/400 [03:50<1:45:58, 16.47s/it]
Epoch 14 | KGC loss: 1.994278, DiffHEG loss 81.458341:   4%|▎         | 14/400 [04:07<1:45:58, 16.47s/it]
Epoch 14 | KGC loss: 1.994278, DiffHEG loss 81.458341:   4%|▍         | 15/400 [04:07<1:45:45, 16.48s/it]
Epoch 15 | KGC loss: 2.026198, DiffHEG loss 81.450259:   4%|▍         | 15/400 [04:23<1:45:45, 16.48s/it]
Epoch 15 | KGC loss: 2.026198, DiffHEG loss 81.450259:   4%|▍         | 16/400 [04:23<1:45:27, 16.48s/it]
Epoch 16 | KGC loss: 1.935436, DiffHEG loss 81.436583:   4%|▍         | 16/400 [04:40<1:45:27, 16.48s/it]
Epoch 16 | KGC loss: 1.935436, DiffHEG loss 81.436583:   4%|▍         | 17/400 [04:40<1:45:12, 16.48s/it]
Epoch 17 | KGC loss: 1.980375, DiffHEG loss 81.440431:   4%|▍         | 17/400 [04:56<1:45:12, 16.48s/it]
Epoch 17 | KGC loss: 1.980375, DiffHEG loss 81.440431:   4%|▍         | 18/400 [04:56<1:44:54, 16.48s/it]
Epoch 18 | KGC loss: 1.905920, DiffHEG loss 81.463994:   4%|▍         | 18/400 [05:13<1:44:54, 16.48s/it]
Epoch 18 | KGC loss: 1.905920, DiffHEG loss 81.463994:   5%|▍         | 19/400 [05:13<1:44:36, 16.47s/it]
Epoch 19 | KGC loss: 1.936073, DiffHEG loss 81.442286:   5%|▍         | 19/400 [05:29<1:44:36, 16.47s/it]
Epoch 19 | KGC loss: 1.936073, DiffHEG loss 81.442286:   5%|▌         | 20/400 [05:29<1:44:22, 16.48s/it]
Epoch 20 | KGC loss: 1.868102, DiffHEG loss 81.447967:   5%|▌         | 20/400 [05:46<1:44:22, 16.48s/it]
Epoch 20 | KGC loss: 1.868102, DiffHEG loss 81.447967:   5%|▌         | 21/400 [05:46<1:44:02, 16.47s/it]
Epoch 21 | KGC loss: 1.909894, DiffHEG loss 81.451029:   5%|▌         | 21/400 [06:02<1:44:02, 16.47s/it]
Epoch 21 | KGC loss: 1.909894, DiffHEG loss 81.451029:   6%|▌         | 22/400 [06:02<1:43:44, 16.47s/it]
Epoch 22 | KGC loss: 1.845302, DiffHEG loss 81.445776:   6%|▌         | 22/400 [06:19<1:43:44, 16.47s/it]
Epoch 22 | KGC loss: 1.845302, DiffHEG loss 81.445776:   6%|▌         | 23/400 [06:19<1:43:26, 16.46s/it]
Epoch 23 | KGC loss: 1.897134, DiffHEG loss 81.444020:   6%|▌         | 23/400 [06:35<1:43:26, 16.46s/it]
Epoch 23 | KGC loss: 1.897134, DiffHEG loss 81.444020:   6%|▌         | 24/400 [06:35<1:43:10, 16.46s/it]
Epoch 24 | KGC loss: 1.835981, DiffHEG loss 81.446294:   6%|▌         | 24/400 [06:52<1:43:10, 16.46s/it]
Epoch 24 | KGC loss: 1.835981, DiffHEG loss 81.446294:   6%|▋         | 25/400 [06:52<1:42:54, 16.46s/it]
Epoch 25 | KGC loss: 1.880650, DiffHEG loss 81.445631:   6%|▋         | 25/400 [07:08<1:42:54, 16.46s/it]
Epoch 25 | KGC loss: 1.880650, DiffHEG loss 81.445631:   6%|▋         | 26/400 [07:08<1:42:36, 16.46s/it]
Epoch 26 | KGC loss: 1.842804, DiffHEG loss 81.443602:   6%|▋         | 26/400 [07:24<1:42:36, 16.46s/it]
Epoch 26 | KGC loss: 1.842804, DiffHEG loss 81.443602:   7%|▋         | 27/400 [07:24<1:42:19, 16.46s/it]
Epoch 27 | KGC loss: 1.889636, DiffHEG loss 81.447001:   7%|▋         | 27/400 [07:41<1:42:19, 16.46s/it]
Epoch 27 | KGC loss: 1.889636, DiffHEG loss 81.447001:   7%|▋         | 28/400 [07:41<1:42:03, 16.46s/it]
Epoch 28 | KGC loss: 1.836400, DiffHEG loss 81.447767:   7%|▋         | 28/400 [07:57<1:42:03, 16.46s/it]
Epoch 28 | KGC loss: 1.836400, DiffHEG loss 81.447767:   7%|▋         | 29/400 [07:57<1:41:47, 16.46s/it]
Epoch 29 | KGC loss: 1.876336, DiffHEG loss 81.441735:   7%|▋         | 29/400 [08:14<1:41:47, 16.46s/it]
