train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=DB15K | seed=2 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=soft_token | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=True | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.0 | simulate_native_text_missing_rate=0.3 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=False | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=1.0 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Simulated native text missingness summary:
  requested_native_missing_rate: 30.0000%
  applied_native_missing_rate: 30.0031%
  available_text_before_simulation: 12842
  simulated_native_missing_text_entities: 3853
Embedding missingness summary:
  num_entities: 12842
  missing_text_count: 3853 (30.0031%)
  missing_image_count: 0 (0.0000%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=39 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=soft_token | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 401.613582, DiffHEG loss 254.962552:   0%|          | 0/400 [00:38<?, ?it/s]
Epoch 0 | KGC loss: 401.613582, DiffHEG loss 254.962552:   0%|          | 1/400 [00:38<4:16:58, 38.64s/it]
Epoch 1 | KGC loss: 22.505274, DiffHEG loss 187.177900:   0%|          | 1/400 [01:17<4:16:58, 38.64s/it] 
Epoch 1 | KGC loss: 22.505274, DiffHEG loss 187.177900:   0%|          | 2/400 [01:17<4:15:28, 38.51s/it]
Epoch 2 | KGC loss: 17.026972, DiffHEG loss 186.764840:   0%|          | 2/400 [01:55<4:15:28, 38.51s/it]
Epoch 2 | KGC loss: 17.026972, DiffHEG loss 186.764840:   1%|          | 3/400 [01:55<4:14:32, 38.47s/it]
Epoch 3 | KGC loss: 14.876938, DiffHEG loss 186.778730:   1%|          | 3/400 [02:33<4:14:32, 38.47s/it]
Epoch 3 | KGC loss: 14.876938, DiffHEG loss 186.778730:   1%|          | 4/400 [02:33<4:13:46, 38.45s/it]
Epoch 4 | KGC loss: 13.581803, DiffHEG loss 186.793766:   1%|          | 4/400 [03:12<4:13:46, 38.45s/it]
Epoch 4 | KGC loss: 13.581803, DiffHEG loss 186.793766:   1%|▏         | 5/400 [03:12<4:13:06, 38.45s/it]
Epoch 5 | KGC loss: 13.017041, DiffHEG loss 186.803600:   1%|▏         | 5/400 [03:50<4:13:06, 38.45s/it]
Epoch 5 | KGC loss: 13.017041, DiffHEG loss 186.803600:   2%|▏         | 6/400 [03:50<4:12:19, 38.43s/it]
Epoch 6 | KGC loss: 12.565408, DiffHEG loss 186.824408:   2%|▏         | 6/400 [04:29<4:12:19, 38.43s/it]
Epoch 6 | KGC loss: 12.565408, DiffHEG loss 186.824408:   2%|▏         | 7/400 [04:29<4:11:39, 38.42s/it]
Epoch 7 | KGC loss: 12.440163, DiffHEG loss 186.824880:   2%|▏         | 7/400 [05:07<4:11:39, 38.42s/it]
Epoch 7 | KGC loss: 12.440163, DiffHEG loss 186.824880:   2%|▏         | 8/400 [05:07<4:11:00, 38.42s/it]
Epoch 8 | KGC loss: 12.198333, DiffHEG loss 186.833554:   2%|▏         | 8/400 [05:45<4:11:00, 38.42s/it]
Epoch 8 | KGC loss: 12.198333, DiffHEG loss 186.833554:   2%|▏         | 9/400 [05:45<4:10:17, 38.41s/it]
Epoch 9 | KGC loss: 12.210123, DiffHEG loss 186.850701:   2%|▏         | 9/400 [06:24<4:10:17, 38.41s/it]
Epoch 9 | KGC loss: 12.210123, DiffHEG loss 186.850701:   2%|▎         | 10/400 [06:24<4:09:38, 38.41s/it]
Epoch 10 | KGC loss: 12.119252, DiffHEG loss 186.864795:   2%|▎         | 10/400 [07:02<4:09:38, 38.41s/it]
Epoch 10 | KGC loss: 12.119252, DiffHEG loss 186.864795:   3%|▎         | 11/400 [07:02<4:08:53, 38.39s/it]
Epoch 11 | KGC loss: 12.208662, DiffHEG loss 186.891578:   3%|▎         | 11/400 [07:41<4:08:53, 38.39s/it]
Epoch 11 | KGC loss: 12.208662, DiffHEG loss 186.891578:   3%|▎         | 12/400 [07:41<4:08:15, 38.39s/it]
Epoch 12 | KGC loss: 12.194916, DiffHEG loss 186.881830:   3%|▎         | 12/400 [08:19<4:08:15, 38.39s/it]
Epoch 12 | KGC loss: 12.194916, DiffHEG loss 186.881830:   3%|▎         | 13/400 [08:19<4:07:37, 38.39s/it]
Epoch 13 | KGC loss: 12.278341, DiffHEG loss 186.914939:   3%|▎         | 13/400 [08:57<4:07:37, 38.39s/it]
Epoch 13 | KGC loss: 12.278341, DiffHEG loss 186.914939:   4%|▎         | 14/400 [08:57<4:06:59, 38.39s/it]
Epoch 14 | KGC loss: 12.180442, DiffHEG loss 186.908658:   4%|▎         | 14/400 [09:36<4:06:59, 38.39s/it]
Epoch 14 | KGC loss: 12.180442, DiffHEG loss 186.908658:   4%|▍         | 15/400 [09:36<4:06:24, 38.40s/it]
Epoch 15 | KGC loss: 12.307520, DiffHEG loss 186.907774:   4%|▍         | 15/400 [10:14<4:06:24, 38.40s/it]
Epoch 15 | KGC loss: 12.307520, DiffHEG loss 186.907774:   4%|▍         | 16/400 [10:14<4:05:45, 38.40s/it]
Epoch 16 | KGC loss: 12.281552, DiffHEG loss 186.938486:   4%|▍         | 16/400 [10:53<4:05:45, 38.40s/it]
Epoch 16 | KGC loss: 12.281552, DiffHEG loss 186.938486:   4%|▍         | 17/400 [10:53<4:05:11, 38.41s/it]
Epoch 17 | KGC loss: 12.367050, DiffHEG loss 186.922921:   4%|▍         | 17/400 [11:31<4:05:11, 38.41s/it]
Epoch 17 | KGC loss: 12.367050, DiffHEG loss 186.922921:   4%|▍         | 18/400 [11:31<4:04:31, 38.41s/it]
Epoch 18 | KGC loss: 12.231337, DiffHEG loss 186.918234:   4%|▍         | 18/400 [12:09<4:04:31, 38.41s/it]
Epoch 18 | KGC loss: 12.231337, DiffHEG loss 186.918234:   5%|▍         | 19/400 [12:09<4:04:00, 38.43s/it]
Epoch 19 | KGC loss: 12.352212, DiffHEG loss 186.921790:   5%|▍         | 19/400 [12:48<4:04:00, 38.43s/it]
Epoch 19 | KGC loss: 12.352212, DiffHEG loss 186.921790:   5%|▌         | 20/400 [12:48<4:03:19, 38.42s/it]
Epoch 20 | KGC loss: 12.306169, DiffHEG loss 186.910533:   5%|▌         | 20/400 [13:26<4:03:19, 38.42s/it]
Epoch 20 | KGC loss: 12.306169, DiffHEG loss 186.910533:   5%|▌         | 21/400 [13:26<4:02:44, 38.43s/it]
Epoch 21 | KGC loss: 12.441706, DiffHEG loss 187.038644:   5%|▌         | 21/400 [14:05<4:02:44, 38.43s/it]
Epoch 21 | KGC loss: 12.441706, DiffHEG loss 187.038644:   6%|▌         | 22/400 [14:05<4:02:10, 38.44s/it]
Epoch 22 | KGC loss: 12.285717, DiffHEG loss 186.903635:   6%|▌         | 22/400 [14:43<4:02:10, 38.44s/it]
Epoch 22 | KGC loss: 12.285717, DiffHEG loss 186.903635:   6%|▌         | 23/400 [14:43<4:01:32, 38.44s/it]
Epoch 23 | KGC loss: 12.384754, DiffHEG loss 186.897274:   6%|▌         | 23/400 [15:22<4:01:32, 38.44s/it]
Epoch 23 | KGC loss: 12.384754, DiffHEG loss 186.897274:   6%|▌         | 24/400 [15:22<4:00:59, 38.46s/it]
Epoch 24 | KGC loss: 12.311335, DiffHEG loss 186.938309:   6%|▌         | 24/400 [16:00<4:00:59, 38.46s/it]
Epoch 24 | KGC loss: 12.311335, DiffHEG loss 186.938309:   6%|▋         | 25/400 [16:00<4:00:17, 38.45s/it]
Epoch 25 | KGC loss: 12.418943, DiffHEG loss 186.898878:   6%|▋         | 25/400 [16:39<4:00:17, 38.45s/it]
Epoch 25 | KGC loss: 12.418943, DiffHEG loss 186.898878:   6%|▋         | 26/400 [16:39<3:59:35, 38.44s/it]
Epoch 26 | KGC loss: 12.373307, DiffHEG loss 186.898016:   6%|▋         | 26/400 [17:17<3:59:35, 38.44s/it]
Epoch 26 | KGC loss: 12.373307, DiffHEG loss 186.898016:   7%|▋         | 27/400 [17:17<3:58:57, 38.44s/it]
Epoch 27 | KGC loss: 12.418786, DiffHEG loss 186.883626:   7%|▋         | 27/400 [17:55<3:58:57, 38.44s/it]
Epoch 27 | KGC loss: 12.418786, DiffHEG loss 186.883626:   7%|▋         | 28/400 [17:55<3:58:18, 38.44s/it]
Epoch 28 | KGC loss: 12.356084, DiffHEG loss 186.873110:   7%|▋         | 28/400 [18:34<3:58:18, 38.44s/it]
Epoch 28 | KGC loss: 12.356084, DiffHEG loss 186.873110:   7%|▋         | 29/400 [18:34<3:57:40, 38.44s/it]
Epoch 29 | KGC loss: 12.378271, DiffHEG loss 186.840528:   7%|▋         | 29/400 [19:12<3:57:40, 38.44s/it]
