train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=DB15K | seed=2 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=soft_token | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=True | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.0 | simulate_native_text_missing_rate=0.3 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=True | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=0.25 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Simulated native text missingness summary:
  requested_native_missing_rate: 30.0000%
  applied_native_missing_rate: 30.0031%
  available_text_before_simulation: 12842
  simulated_native_missing_text_entities: 3853
Embedding missingness summary:
  num_entities: 12842
  missing_text_count: 3853 (30.0031%)
  missing_image_count: 0 (0.0000%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=39 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=soft_token | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 430.033600, DiffHEG loss 256.609757:   0%|          | 0/400 [00:43<?, ?it/s]
Epoch 0 | KGC loss: 430.033600, DiffHEG loss 256.609757:   0%|          | 1/400 [00:43<4:47:05, 43.17s/it]
Epoch 1 | KGC loss: 24.434339, DiffHEG loss 187.192017:   0%|          | 1/400 [01:26<4:47:05, 43.17s/it] 
Epoch 1 | KGC loss: 24.434339, DiffHEG loss 187.192017:   0%|          | 2/400 [01:26<4:45:33, 43.05s/it]
Epoch 2 | KGC loss: 18.379625, DiffHEG loss 186.763485:   0%|          | 2/400 [02:09<4:45:33, 43.05s/it]
Epoch 2 | KGC loss: 18.379625, DiffHEG loss 186.763485:   1%|          | 3/400 [02:09<4:44:32, 43.00s/it]
Epoch 3 | KGC loss: 16.106759, DiffHEG loss 186.775489:   1%|          | 3/400 [02:52<4:44:32, 43.00s/it]
Epoch 3 | KGC loss: 16.106759, DiffHEG loss 186.775489:   1%|          | 4/400 [02:52<4:43:47, 43.00s/it]
Epoch 4 | KGC loss: 14.786075, DiffHEG loss 186.788479:   1%|          | 4/400 [03:35<4:43:47, 43.00s/it]
Epoch 4 | KGC loss: 14.786075, DiffHEG loss 186.788479:   1%|▏         | 5/400 [03:35<4:43:02, 42.99s/it]
Epoch 5 | KGC loss: 14.241895, DiffHEG loss 186.799094:   1%|▏         | 5/400 [04:18<4:43:02, 42.99s/it]
Epoch 5 | KGC loss: 14.241895, DiffHEG loss 186.799094:   2%|▏         | 6/400 [04:18<4:42:18, 42.99s/it]
Epoch 6 | KGC loss: 13.807470, DiffHEG loss 186.820686:   2%|▏         | 6/400 [05:01<4:42:18, 42.99s/it]
Epoch 6 | KGC loss: 13.807470, DiffHEG loss 186.820686:   2%|▏         | 7/400 [05:01<4:41:36, 42.99s/it]
Epoch 7 | KGC loss: 13.695540, DiffHEG loss 186.818478:   2%|▏         | 7/400 [05:43<4:41:36, 42.99s/it]
Epoch 7 | KGC loss: 13.695540, DiffHEG loss 186.818478:   2%|▏         | 8/400 [05:43<4:40:47, 42.98s/it]
Epoch 8 | KGC loss: 13.502719, DiffHEG loss 186.823724:   2%|▏         | 8/400 [06:26<4:40:47, 42.98s/it]
Epoch 8 | KGC loss: 13.502719, DiffHEG loss 186.823724:   2%|▏         | 9/400 [06:26<4:40:03, 42.98s/it]
Epoch 9 | KGC loss: 13.538454, DiffHEG loss 186.843362:   2%|▏         | 9/400 [07:09<4:40:03, 42.98s/it]
Epoch 9 | KGC loss: 13.538454, DiffHEG loss 186.843362:   2%|▎         | 10/400 [07:09<4:39:15, 42.96s/it]
Epoch 10 | KGC loss: 13.489939, DiffHEG loss 186.856954:   2%|▎         | 10/400 [07:52<4:39:15, 42.96s/it]
Epoch 10 | KGC loss: 13.489939, DiffHEG loss 186.856954:   3%|▎         | 11/400 [07:52<4:38:29, 42.95s/it]
Epoch 11 | KGC loss: 13.612388, DiffHEG loss 186.879989:   3%|▎         | 11/400 [08:35<4:38:29, 42.95s/it]
Epoch 11 | KGC loss: 13.612388, DiffHEG loss 186.879989:   3%|▎         | 12/400 [08:35<4:37:44, 42.95s/it]
Epoch 12 | KGC loss: 13.645887, DiffHEG loss 186.868092:   3%|▎         | 12/400 [09:18<4:37:44, 42.95s/it]
Epoch 12 | KGC loss: 13.645887, DiffHEG loss 186.868092:   3%|▎         | 13/400 [09:18<4:37:03, 42.95s/it]
Epoch 13 | KGC loss: 13.781083, DiffHEG loss 186.905857:   3%|▎         | 13/400 [10:01<4:37:03, 42.95s/it]
Epoch 13 | KGC loss: 13.781083, DiffHEG loss 186.905857:   4%|▎         | 14/400 [10:01<4:36:23, 42.96s/it]
Epoch 14 | KGC loss: 13.721497, DiffHEG loss 186.903456:   4%|▎         | 14/400 [10:44<4:36:23, 42.96s/it]
Epoch 14 | KGC loss: 13.721497, DiffHEG loss 186.903456:   4%|▍         | 15/400 [10:44<4:35:40, 42.96s/it]
Epoch 15 | KGC loss: 13.881455, DiffHEG loss 186.895322:   4%|▍         | 15/400 [11:27<4:35:40, 42.96s/it]
Epoch 15 | KGC loss: 13.881455, DiffHEG loss 186.895322:   4%|▍         | 16/400 [11:27<4:34:55, 42.96s/it]
Epoch 16 | KGC loss: 13.848623, DiffHEG loss 186.909423:   4%|▍         | 16/400 [12:10<4:34:55, 42.96s/it]
Epoch 16 | KGC loss: 13.848623, DiffHEG loss 186.909423:   4%|▍         | 17/400 [12:10<4:34:10, 42.95s/it]
Epoch 17 | KGC loss: 13.996974, DiffHEG loss 186.905991:   4%|▍         | 17/400 [12:53<4:34:10, 42.95s/it]
Epoch 17 | KGC loss: 13.996974, DiffHEG loss 186.905991:   4%|▍         | 18/400 [12:53<4:33:27, 42.95s/it]
Epoch 18 | KGC loss: 13.865941, DiffHEG loss 186.900361:   4%|▍         | 18/400 [13:36<4:33:27, 42.95s/it]
Epoch 18 | KGC loss: 13.865941, DiffHEG loss 186.900361:   5%|▍         | 19/400 [13:36<4:32:45, 42.95s/it]
Epoch 19 | KGC loss: 14.034390, DiffHEG loss 186.895356:   5%|▍         | 19/400 [14:19<4:32:45, 42.95s/it]
Epoch 19 | KGC loss: 14.034390, DiffHEG loss 186.895356:   5%|▌         | 20/400 [14:19<4:32:03, 42.96s/it]
Epoch 20 | KGC loss: 13.998773, DiffHEG loss 186.884854:   5%|▌         | 20/400 [15:02<4:32:03, 42.96s/it]
Epoch 20 | KGC loss: 13.998773, DiffHEG loss 186.884854:   5%|▌         | 21/400 [15:02<4:31:19, 42.95s/it]
Epoch 21 | KGC loss: 14.153993, DiffHEG loss 186.883132:   5%|▌         | 21/400 [15:45<4:31:19, 42.95s/it]
Epoch 21 | KGC loss: 14.153993, DiffHEG loss 186.883132:   6%|▌         | 22/400 [15:45<4:30:40, 42.96s/it]
Epoch 22 | KGC loss: 14.054000, DiffHEG loss 186.916512:   6%|▌         | 22/400 [16:28<4:30:40, 42.96s/it]
Epoch 22 | KGC loss: 14.054000, DiffHEG loss 186.916512:   6%|▌         | 23/400 [16:28<4:29:59, 42.97s/it]
Epoch 23 | KGC loss: 14.178006, DiffHEG loss 186.837451:   6%|▌         | 23/400 [17:11<4:29:59, 42.97s/it]
Epoch 23 | KGC loss: 14.178006, DiffHEG loss 186.837451:   6%|▌         | 24/400 [17:11<4:29:20, 42.98s/it]
Epoch 24 | KGC loss: 14.094221, DiffHEG loss 186.858799:   6%|▌         | 24/400 [17:54<4:29:20, 42.98s/it]
Epoch 24 | KGC loss: 14.094221, DiffHEG loss 186.858799:   6%|▋         | 25/400 [17:54<4:28:41, 42.99s/it]
Epoch 25 | KGC loss: 14.187756, DiffHEG loss 186.795265:   6%|▋         | 25/400 [18:37<4:28:41, 42.99s/it]
Epoch 25 | KGC loss: 14.187756, DiffHEG loss 186.795265:   6%|▋         | 26/400 [18:37<4:27:57, 42.99s/it]
Epoch 26 | KGC loss: 14.172936, DiffHEG loss 186.770078:   6%|▋         | 26/400 [19:20<4:27:57, 42.99s/it]
Epoch 26 | KGC loss: 14.172936, DiffHEG loss 186.770078:   7%|▋         | 27/400 [19:20<4:27:13, 42.99s/it]
Epoch 27 | KGC loss: 14.265309, DiffHEG loss 186.822719:   7%|▋         | 27/400 [20:03<4:27:13, 42.99s/it]
Epoch 27 | KGC loss: 14.265309, DiffHEG loss 186.822719:   7%|▋         | 28/400 [20:03<4:26:26, 42.98s/it]
Epoch 28 | KGC loss: 14.187918, DiffHEG loss 186.824741:   7%|▋         | 28/400 [20:46<4:26:26, 42.98s/it]
Epoch 28 | KGC loss: 14.187918, DiffHEG loss 186.824741:   7%|▋         | 29/400 [20:46<4:25:42, 42.97s/it]
Epoch 29 | KGC loss: 14.200013, DiffHEG loss 186.787848:   7%|▋         | 29/400 [21:29<4:25:42, 42.97s/it]
