train_dhns_rotate.py:735: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:736: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=MKG-W | seed=1 | text_mode=legacy | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=False | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.0 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=False | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=1.0 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Embedding missingness summary:
  num_entities: 15000
  missing_text_count: 851 (5.6733%)
  missing_image_count: 537 (3.5800%)
Resolved text configuration | text_mode=legacy | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 408.299071, DiffHEG loss 127.510875:   0%|          | 0/400 [00:15<?, ?it/s]
Epoch 0 | KGC loss: 408.299071, DiffHEG loss 127.510875:   0%|          | 1/400 [00:15<1:41:01, 15.19s/it]
Epoch 1 | KGC loss: 13.943627, DiffHEG loss 84.747278:   0%|          | 1/400 [00:30<1:41:01, 15.19s/it]  
Epoch 1 | KGC loss: 13.943627, DiffHEG loss 84.747278:   0%|          | 2/400 [00:30<1:39:56, 15.07s/it]
Epoch 2 | KGC loss: 7.769785, DiffHEG loss 81.824005:   0%|          | 2/400 [00:45<1:39:56, 15.07s/it] 
Epoch 2 | KGC loss: 7.769785, DiffHEG loss 81.824005:   1%|          | 3/400 [00:45<1:39:23, 15.02s/it]
Epoch 3 | KGC loss: 5.353789, DiffHEG loss 81.468078:   1%|          | 3/400 [01:00<1:39:23, 15.02s/it]
Epoch 3 | KGC loss: 5.353789, DiffHEG loss 81.468078:   1%|          | 4/400 [01:00<1:38:58, 15.00s/it]
Epoch 4 | KGC loss: 4.003985, DiffHEG loss 81.413649:   1%|          | 4/400 [01:15<1:38:58, 15.00s/it]
Epoch 4 | KGC loss: 4.003985, DiffHEG loss 81.413649:   1%|▏         | 5/400 [01:15<1:38:42, 14.99s/it]
Epoch 5 | KGC loss: 3.417161, DiffHEG loss 81.401824:   1%|▏         | 5/400 [01:30<1:38:42, 14.99s/it]
Epoch 5 | KGC loss: 3.417161, DiffHEG loss 81.401824:   2%|▏         | 6/400 [01:30<1:38:22, 14.98s/it]
Epoch 6 | KGC loss: 2.928525, DiffHEG loss 81.495066:   2%|▏         | 6/400 [01:45<1:38:22, 14.98s/it]
Epoch 6 | KGC loss: 2.928525, DiffHEG loss 81.495066:   2%|▏         | 7/400 [01:45<1:38:09, 14.98s/it]
Epoch 7 | KGC loss: 2.695948, DiffHEG loss 81.543905:   2%|▏         | 7/400 [02:00<1:38:09, 14.98s/it]
Epoch 7 | KGC loss: 2.695948, DiffHEG loss 81.543905:   2%|▏         | 8/400 [02:00<1:37:58, 15.00s/it]
Epoch 8 | KGC loss: 2.454486, DiffHEG loss 81.427800:   2%|▏         | 8/400 [02:15<1:37:58, 15.00s/it]
Epoch 8 | KGC loss: 2.454486, DiffHEG loss 81.427800:   2%|▏         | 9/400 [02:15<1:37:43, 15.00s/it]
Epoch 9 | KGC loss: 2.375526, DiffHEG loss 81.682772:   2%|▏         | 9/400 [02:30<1:37:43, 15.00s/it]
Epoch 9 | KGC loss: 2.375526, DiffHEG loss 81.682772:   2%|▎         | 10/400 [02:30<1:37:25, 14.99s/it]
Epoch 10 | KGC loss: 2.224436, DiffHEG loss 81.441424:   2%|▎         | 10/400 [02:45<1:37:25, 14.99s/it]
Epoch 10 | KGC loss: 2.224436, DiffHEG loss 81.441424:   3%|▎         | 11/400 [02:45<1:37:10, 14.99s/it]
Epoch 11 | KGC loss: 2.206221, DiffHEG loss 81.413676:   3%|▎         | 11/400 [02:59<1:37:10, 14.99s/it]
Epoch 11 | KGC loss: 2.206221, DiffHEG loss 81.413676:   3%|▎         | 12/400 [02:59<1:36:53, 14.98s/it]
Epoch 12 | KGC loss: 2.083128, DiffHEG loss 81.408247:   3%|▎         | 12/400 [03:14<1:36:53, 14.98s/it]
Epoch 12 | KGC loss: 2.083128, DiffHEG loss 81.408247:   3%|▎         | 13/400 [03:14<1:36:37, 14.98s/it]
Epoch 13 | KGC loss: 2.099032, DiffHEG loss 81.399876:   3%|▎         | 13/400 [03:29<1:36:37, 14.98s/it]
Epoch 13 | KGC loss: 2.099032, DiffHEG loss 81.399876:   4%|▎         | 14/400 [03:29<1:36:23, 14.98s/it]
Epoch 14 | KGC loss: 2.008702, DiffHEG loss 81.413495:   4%|▎         | 14/400 [03:44<1:36:23, 14.98s/it]
Epoch 14 | KGC loss: 2.008702, DiffHEG loss 81.413495:   4%|▍         | 15/400 [03:44<1:36:09, 14.99s/it]
Epoch 15 | KGC loss: 2.040092, DiffHEG loss 81.402319:   4%|▍         | 15/400 [03:59<1:36:09, 14.99s/it]
Epoch 15 | KGC loss: 2.040092, DiffHEG loss 81.402319:   4%|▍         | 16/400 [03:59<1:35:56, 14.99s/it]
Epoch 16 | KGC loss: 1.959362, DiffHEG loss 81.401850:   4%|▍         | 16/400 [04:14<1:35:56, 14.99s/it]
Epoch 16 | KGC loss: 1.959362, DiffHEG loss 81.401850:   4%|▍         | 17/400 [04:14<1:35:43, 15.00s/it]
Epoch 17 | KGC loss: 1.999330, DiffHEG loss 82.130815:   4%|▍         | 17/400 [04:29<1:35:43, 15.00s/it]
Epoch 17 | KGC loss: 1.999330, DiffHEG loss 82.130815:   4%|▍         | 18/400 [04:29<1:35:26, 14.99s/it]
Epoch 18 | KGC loss: 1.926570, DiffHEG loss 81.894383:   4%|▍         | 18/400 [04:44<1:35:26, 14.99s/it]
Epoch 18 | KGC loss: 1.926570, DiffHEG loss 81.894383:   5%|▍         | 19/400 [04:44<1:35:09, 14.99s/it]
Epoch 19 | KGC loss: 1.957085, DiffHEG loss 81.447351:   5%|▍         | 19/400 [04:59<1:35:09, 14.99s/it]
Epoch 19 | KGC loss: 1.957085, DiffHEG loss 81.447351:   5%|▌         | 20/400 [04:59<1:34:55, 14.99s/it]
Epoch 20 | KGC loss: 1.895963, DiffHEG loss 81.428409:   5%|▌         | 20/400 [05:14<1:34:55, 14.99s/it]
Epoch 20 | KGC loss: 1.895963, DiffHEG loss 81.428409:   5%|▌         | 21/400 [05:14<1:34:37, 14.98s/it]
