train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=MKG-Y | seed=0 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=soft_token | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=True | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.3 | simulate_native_text_missing_rate=0.0 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=True | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=0.25 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Injected text missingness summary:
  requested_additional_missing_rate: 30.0000%
  applied_additional_missing_rate: 30.0016%
  available_text_before_injection: 12316
  additionally_masked_text_entities: 3695
Embedding missingness summary:
  num_entities: 15000
  missing_text_count: 6379 (42.5267%)
  missing_image_count: 756 (5.0400%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=10 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=soft_token | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 265.941908, DiffHEG loss 89.089980:   0%|          | 0/400 [00:09<?, ?it/s]
Epoch 0 | KGC loss: 265.941908, DiffHEG loss 89.089980:   0%|          | 1/400 [00:09<1:06:19,  9.97s/it]
Epoch 1 | KGC loss: 11.511162, DiffHEG loss 61.352404:   0%|          | 1/400 [00:19<1:06:19,  9.97s/it] 
Epoch 1 | KGC loss: 11.511162, DiffHEG loss 61.352404:   0%|          | 2/400 [00:19<1:04:56,  9.79s/it]
Epoch 2 | KGC loss: 6.484158, DiffHEG loss 50.960251:   0%|          | 2/400 [00:29<1:04:56,  9.79s/it] 
Epoch 2 | KGC loss: 6.484158, DiffHEG loss 50.960251:   1%|          | 3/400 [00:29<1:04:22,  9.73s/it]
Epoch 3 | KGC loss: 4.717020, DiffHEG loss 48.569568:   1%|          | 3/400 [00:38<1:04:22,  9.73s/it]
Epoch 3 | KGC loss: 4.717020, DiffHEG loss 48.569568:   1%|          | 4/400 [00:38<1:04:05,  9.71s/it]
Epoch 4 | KGC loss: 3.437636, DiffHEG loss 48.102256:   1%|          | 4/400 [00:48<1:04:05,  9.71s/it]
Epoch 4 | KGC loss: 3.437636, DiffHEG loss 48.102256:   1%|▏         | 5/400 [00:48<1:03:49,  9.69s/it]
Epoch 5 | KGC loss: 2.612872, DiffHEG loss 47.960384:   1%|▏         | 5/400 [00:58<1:03:49,  9.69s/it]
Epoch 5 | KGC loss: 2.612872, DiffHEG loss 47.960384:   2%|▏         | 6/400 [00:58<1:03:36,  9.69s/it]
Epoch 6 | KGC loss: 2.049012, DiffHEG loss 47.911027:   2%|▏         | 6/400 [01:07<1:03:36,  9.69s/it]
Epoch 6 | KGC loss: 2.049012, DiffHEG loss 47.911027:   2%|▏         | 7/400 [01:07<1:03:25,  9.68s/it]
Epoch 7 | KGC loss: 1.660824, DiffHEG loss 47.895495:   2%|▏         | 7/400 [01:17<1:03:25,  9.68s/it]
Epoch 7 | KGC loss: 1.660824, DiffHEG loss 47.895495:   2%|▏         | 8/400 [01:17<1:03:13,  9.68s/it]
Epoch 8 | KGC loss: 1.386774, DiffHEG loss 47.883856:   2%|▏         | 8/400 [01:27<1:03:13,  9.68s/it]
Epoch 8 | KGC loss: 1.386774, DiffHEG loss 47.883856:   2%|▏         | 9/400 [01:27<1:03:04,  9.68s/it]
Epoch 9 | KGC loss: 1.205526, DiffHEG loss 47.882676:   2%|▏         | 9/400 [01:37<1:03:04,  9.68s/it]
Epoch 9 | KGC loss: 1.205526, DiffHEG loss 47.882676:   2%|▎         | 10/400 [01:37<1:02:54,  9.68s/it]
Epoch 10 | KGC loss: 1.052578, DiffHEG loss 47.889838:   2%|▎         | 10/400 [01:46<1:02:54,  9.68s/it]
Epoch 10 | KGC loss: 1.052578, DiffHEG loss 47.889838:   3%|▎         | 11/400 [01:46<1:02:43,  9.67s/it]
Epoch 11 | KGC loss: 0.927524, DiffHEG loss 47.880973:   3%|▎         | 11/400 [01:56<1:02:43,  9.67s/it]
Epoch 11 | KGC loss: 0.927524, DiffHEG loss 47.880973:   3%|▎         | 12/400 [01:56<1:02:34,  9.68s/it]
Epoch 12 | KGC loss: 0.851248, DiffHEG loss 47.885394:   3%|▎         | 12/400 [02:06<1:02:34,  9.68s/it]
Epoch 12 | KGC loss: 0.851248, DiffHEG loss 47.885394:   3%|▎         | 13/400 [02:06<1:02:24,  9.68s/it]
Epoch 13 | KGC loss: 0.774819, DiffHEG loss 47.892859:   3%|▎         | 13/400 [02:15<1:02:24,  9.68s/it]
Epoch 13 | KGC loss: 0.774819, DiffHEG loss 47.892859:   4%|▎         | 14/400 [02:15<1:02:15,  9.68s/it]
Epoch 14 | KGC loss: 0.707876, DiffHEG loss 47.886525:   4%|▎         | 14/400 [02:25<1:02:15,  9.68s/it]
Epoch 14 | KGC loss: 0.707876, DiffHEG loss 47.886525:   4%|▍         | 15/400 [02:25<1:02:04,  9.67s/it]
Epoch 15 | KGC loss: 0.663294, DiffHEG loss 47.884058:   4%|▍         | 15/400 [02:35<1:02:04,  9.67s/it]
Epoch 15 | KGC loss: 0.663294, DiffHEG loss 47.884058:   4%|▍         | 16/400 [02:35<1:01:55,  9.68s/it]
Epoch 16 | KGC loss: 0.625363, DiffHEG loss 47.889972:   4%|▍         | 16/400 [02:44<1:01:55,  9.68s/it]
Epoch 16 | KGC loss: 0.625363, DiffHEG loss 47.889972:   4%|▍         | 17/400 [02:44<1:01:46,  9.68s/it]
Epoch 17 | KGC loss: 0.595091, DiffHEG loss 47.884918:   4%|▍         | 17/400 [02:54<1:01:46,  9.68s/it]
Epoch 17 | KGC loss: 0.595091, DiffHEG loss 47.884918:   4%|▍         | 18/400 [02:54<1:01:36,  9.68s/it]
Epoch 18 | KGC loss: 0.571875, DiffHEG loss 47.881608:   4%|▍         | 18/400 [03:04<1:01:36,  9.68s/it]
Epoch 18 | KGC loss: 0.571875, DiffHEG loss 47.881608:   5%|▍         | 19/400 [03:04<1:01:27,  9.68s/it]
Epoch 19 | KGC loss: 0.545711, DiffHEG loss 47.887735:   5%|▍         | 19/400 [03:13<1:01:27,  9.68s/it]
Epoch 19 | KGC loss: 0.545711, DiffHEG loss 47.887735:   5%|▌         | 20/400 [03:13<1:01:17,  9.68s/it]
Epoch 20 | KGC loss: 0.518422, DiffHEG loss 47.888081:   5%|▌         | 20/400 [03:23<1:01:17,  9.68s/it]
Epoch 20 | KGC loss: 0.518422, DiffHEG loss 47.888081:   5%|▌         | 21/400 [03:23<1:01:08,  9.68s/it]
Epoch 21 | KGC loss: 0.512407, DiffHEG loss 47.887362:   5%|▌         | 21/400 [03:33<1:01:08,  9.68s/it]
Epoch 21 | KGC loss: 0.512407, DiffHEG loss 47.887362:   6%|▌         | 22/400 [03:33<1:00:58,  9.68s/it]
Epoch 22 | KGC loss: 0.490805, DiffHEG loss 47.895176:   6%|▌         | 22/400 [03:42<1:00:58,  9.68s/it]
Epoch 22 | KGC loss: 0.490805, DiffHEG loss 47.895176:   6%|▌         | 23/400 [03:42<1:00:49,  9.68s/it]
Epoch 23 | KGC loss: 0.479321, DiffHEG loss 47.892926:   6%|▌         | 23/400 [03:52<1:00:49,  9.68s/it]
Epoch 23 | KGC loss: 0.479321, DiffHEG loss 47.892926:   6%|▌         | 24/400 [03:52<1:00:40,  9.68s/it]
Epoch 24 | KGC loss: 0.466618, DiffHEG loss 47.897623:   6%|▌         | 24/400 [04:02<1:00:40,  9.68s/it]
Epoch 24 | KGC loss: 0.466618, DiffHEG loss 47.897623:   6%|▋         | 25/400 [04:02<1:00:29,  9.68s/it]
Epoch 25 | KGC loss: 0.454382, DiffHEG loss 47.903121:   6%|▋         | 25/400 [04:11<1:00:29,  9.68s/it]
Epoch 25 | KGC loss: 0.454382, DiffHEG loss 47.903121:   6%|▋         | 26/400 [04:11<1:00:19,  9.68s/it]
Epoch 26 | KGC loss: 0.447140, DiffHEG loss 47.902645:   6%|▋         | 26/400 [04:21<1:00:19,  9.68s/it]
Epoch 26 | KGC loss: 0.447140, DiffHEG loss 47.902645:   7%|▋         | 27/400 [04:21<1:00:09,  9.68s/it]
Epoch 27 | KGC loss: 0.435604, DiffHEG loss 47.892558:   7%|▋         | 27/400 [04:31<1:00:09,  9.68s/it]
Epoch 27 | KGC loss: 0.435604, DiffHEG loss 47.892558:   7%|▋         | 28/400 [04:31<1:00:00,  9.68s/it]
Epoch 28 | KGC loss: 0.429935, DiffHEG loss 47.892421:   7%|▋         | 28/400 [04:40<1:00:00,  9.68s/it]
Epoch 28 | KGC loss: 0.429935, DiffHEG loss 47.892421:   7%|▋         | 29/400 [04:40<59:50,  9.68s/it]  
Epoch 29 | KGC loss: 0.420138, DiffHEG loss 47.911261:   7%|▋         | 29/400 [04:50<59:50,  9.68s/it]
